id,nom,type,latitude,longitude,district_region,departement_commune,verifie,niveau,shapeID
cmrev3ncp00qpyo7e32td5u1k,Kpata,sous_prefecture,7.800506547125048,-7.537508425749953,Kpata,,oui,ADM3,97208781B43928365345606
cmrev3ncu00qryo7e6oe05agg,Kpouèbo,sous_prefecture,6.346824661183384,-4.846309623905507,Kpouèbo,,oui,ADM3,97208781B79477211978774
cmrev3ncz00qtyo7emvgb0d4e,Krégbé,sous_prefecture,6.896224610574516,-3.857744048106335,Krégbé,,oui,ADM3,97208781B31348963651867
cmrev3nd500qvyo7ev4adkkvv,Krofoinsou,sous_prefecture,8.051905622927586,-5.331209372101401,Krofoinsou,,oui,ADM3,97208781B16639903346083
cmrev3nda00qxyo7ez6308039,Lakota,sous_prefecture,5.896957136727323,-5.665275119522676,Lakota,,oui,ADM3,97208781B5266533926639
cmrev3ndf00qzyo7eaajej6zd,Languibonou,sous_prefecture,7.675870430967266,-5.272491674786836,Languibonou,,oui,ADM3,97208781B1379540722875
cmrev3ndk00r1yo7e0rb18cmj,Laoudi-Ba,sous_prefecture,8.477724070604982,-3.091293547419706,Laoudi-Ba,,oui,ADM3,97208781B52558839854045
cmrev3ndq00r3yo7e0j1gt01i,Lataha,sous_prefecture,9.676053325943974,-5.531747518579391,Lataha,,oui,ADM3,97208781B63139432837933
cmrev3ndv00r5yo7ep3uupw71,Lauzoua,sous_prefecture,5.329308701385465,-5.326171154718703,Lauzoua,,oui,ADM3,97208781B23290172923267
cmrev3ne100r7yo7efimno3zp,Liliyo,sous_prefecture,5.908020328466715,-6.456833928093289,Liliyo,,oui,ADM3,97208781B76112163078618
cmrev3ne700r9yo7e12kj2zdq,Lobakuya,sous_prefecture,5.178085439336256,-6.335620406784432,Lobakuya,,oui,ADM3,97208781B59587922748093
cmrev3ned00rbyo7eg95n13ma,Logoualé,sous_prefecture,7.131884151703755,-7.549010267351807,Logoualé,,oui,ADM3,97208781B35260491286339
cmrev3nej00rdyo7ekdzkup41,Lolobo,sous_prefecture,6.984158150619613,-5.148680213065171,Lolobo,,oui,ADM3,97208781B32002050219213
cmrev3neo00rfyo7edxmrbpzp,Lolobo,sous_prefecture,7.718320947750052,-5.397597535403801,Lolobo,,oui,ADM3,97208781B55506405816748
cmrev3nev00rhyo7e3ha2l68m,Lomokankro,sous_prefecture,7.032653545289904,-5.064159491753577,Lomokankro,,oui,ADM3,97208781B53843590338352
cmrev3nf000rjyo7e5b24e9bk,Lopou,sous_prefecture,5.499673183112955,-4.511590719806404,Lopou,,oui,ADM3,97208781B49124498000731
cmrev3nf600rlyo7e3f4gnpts,Loviguié,sous_prefecture,5.808946876633382,-4.319415267666618,Loviguié,,oui,ADM3,97208781B55669020793109
cmrev3nfc00rnyo7ea830d7tx,M'Bahiakro,sous_prefecture,7.483600707724186,-4.338363602413745,M'Bahiakro,,oui,ADM3,97208781B27027001967971
cmrev3nfi00rpyo7e4bodpydc,M'Batto,sous_prefecture,6.382430539162208,-4.355996612743195,M'Batto,,oui,ADM3,97208781B62047130957829
cmrev3nfo00rryo7egcfadfoa,M'Bengué,sous_prefecture,9.89184370694488,-5.847544294362014,M'Bengué,,oui,ADM3,97208781B7051126132716
cmrev3nfv00rtyo7ecujs3887,Madinani,sous_prefecture,9.53477670957818,-6.904657080296822,Madinani,,oui,ADM3,97208781B56137498964327
cmrev3ng100rvyo7edurh8cpm,Maféré,sous_prefecture,5.467974922060653,-3.018475138929246,Maféré,,oui,ADM3,97208781B91989706835532
